kód,obec,kraj,počet obyv.,datum,datum-7,"dnes (ČR: 68,3)",dnes,dnes-7,změna,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,12.10.23,19.10.23,26.10.23,2.11.23,9.11.23,16.11.23,23.11.23,30.11.23,7.12.23,14.12.23,21.12.23,28.12.23,4.1.24,11.1.24,18.1.24,25.1.24,1.2.24,8.2.24,15.2.24,22.2.24,29.2.24,7.3.24,14.3.24,21.3.24,28.3.24,4.4.24,11.4.24,18.4.24,25.4.24,2.5.24,9.5.24,16.5.24,23.5.24,30.5.24,6.6.24,13.6.24,20.6.24,27.6.24,4.7.24,11.7.24,18.7.24,25.7.24,1.8.24,8.8.24,15.8.24,22.8.24,29.8.24,5.9.24,12.9.24,19.9.24,26.9.24,3.10.24,4.10.24,5.10.24,6.10.24,7.10.24,8.10.24,9.10.24,10.10.24
1000,Praha,10,1357326,10. 10. 2024,3. 10. 2024,"42,7","42,7","41,5","1,2",22,22,26,25,32,34,39,50,71,100,86,31,29,15,13,8,5,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,6,6,9,9,12,13,16,25,37,"26,6","27,6","31,6","31,2","39,0","41,6","47,5","61,7","87,2","122,9","105,5","38,2","35,7","18,6","15,8","10,4","5,6","5,4","2,9","3,0","2,3","1,2","1,8","1,3","1,4","0,7","0,7","0,8","0,7","0,7","0,8","1,0","1,3","0,8","1,0","2,5","2,6","3,0","2,4","3,8","4,8","5,2","6,9","8,0","11,1","10,9","14,7","16,1","19,1","30,1","45,3","41,5","42,7","42,8","42,8","42,6","41,0","43,9","42,7"
2001,Benešov,20,63219,10. 10. 2024,3. 10. 2024,"55,4","55,4","66,4","-11,1",20,20,15,31,37,43,43,55,71,100,77,48,29,11,3,3,2,6,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,3,0,5,5,3,9,9,20,38,52,"20,6","20,6","15,8","31,6","38,0","44,3","44,3","56,9","72,8","102,8","79,1","49,0","30,1","11,1","3,2","3,2","1,6","6,3","1,6","1,6","0,0","1,6","3,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,6","1,6","0,0","3,2","0,0","3,2","0,0","4,7","4,7","3,2","9,5","9,5","20,6","39,5","53,8","66,4","75,9","75,9","71,2","53,8","56,9","53,8","55,4"
2002,Beroun,20,69040,10. 10. 2024,3. 10. 2024,"55,0","55,0","69,5","-14,5",25,29,19,26,28,29,40,57,62,100,87,24,13,18,7,12,4,2,4,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,4,1,2,2,4,2,8,9,16,14,29,36,"34,8","40,6","26,1","36,2","39,1","40,6","55,0","78,2","85,5","137,6","120,2","33,3","17,4","24,6","10,1","15,9","5,8","2,9","5,8","1,4","2,9","2,9","2,9","0,0","1,4","1,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3","1,4","0,0","1,4","5,8","1,4","2,9","2,9","5,8","2,9","11,6","13,0","21,7","18,8","40,6","49,2","69,5","65,2","66,6","68,1","60,8","52,1","53,6","55,0"
2003,Brandýs nad Labem-Stará Boleslav,20,120779,10. 10. 2024,3. 10. 2024,"39,7","39,7","35,6","4,1",20,22,21,25,25,28,39,55,80,100,91,23,28,9,9,5,1,4,3,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,2,1,2,3,2,3,7,5,13,11,17,15,20,38,"24,8","27,3","25,7","30,6","30,6","35,6","48,8","68,7","100,2","125,0","113,4","29,0","34,8","10,8","11,6","6,6","1,7","5,0","3,3","0,0","1,7","0,8","0,0","0,8","0,0","0,8","0,0","0,8","0,0","0,0","1,7","0,0","0,0","0,0","1,7","0,0","0,8","2,5","0,8","2,5","4,1","2,5","4,1","9,1","5,8","16,6","14,1","20,7","19,0","24,8","48,0","35,6","35,6","34,8","34,8","35,6","35,6","40,6","39,7"
2004,Čáslav,20,26427,10. 10. 2024,3. 10. 2024,"121,1","121,1","49,2","71,9",23,19,10,84,68,48,71,77,100,77,71,48,26,13,3,0,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,6,0,0,3,13,0,13,35,13,6,42,61,"26,5","22,7","11,4","98,4","79,5","56,8","83,2","90,8","117,3","90,8","83,2","56,8","30,3","15,1","3,8","0,0","3,8","3,8","3,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,8","3,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,8","0,0","7,6","0,0","0,0","3,8","15,1","0,0","15,1","41,6","15,1","7,6","49,2","71,9","49,2","45,4","49,2","49,2","45,4","49,2","68,1","121,1"
2005,Černošice,20,158235,10. 10. 2024,3. 10. 2024,"41,1","41,1","53,7","-12,6",20,20,27,22,25,34,44,60,83,97,100,34,29,13,8,9,4,5,2,1,1,1,0,1,2,1,0,0,1,1,1,1,0,1,0,3,3,2,2,4,4,3,4,11,8,11,14,17,23,36,51,"24,6","24,6","33,5","26,5","30,3","41,7","54,3","73,9","101,7","120,1","123,2","42,3","35,4","16,4","10,1","11,4","5,1","5,7","2,5","0,6","1,3","1,3","0,0","0,6","1,9","0,6","0,0","0,0","1,3","0,6","1,3","0,6","0,0","0,6","0,0","3,2","3,8","2,5","1,9","4,4","4,4","3,8","4,4","13,3","9,5","13,9","17,1","21,5","27,8","44,9","63,2","53,7","51,8","51,8","51,8","44,2","44,9","39,8","41,1"
2006,Český Brod,20,20725,10. 10. 2024,3. 10. 2024,"53,1","53,1","53,1","0,0",10,10,10,20,30,43,47,60,87,43,100,43,17,10,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,0,3,3,20,0,7,3,13,27,33,"14,5","14,5","14,5","29,0","43,4","62,7","67,6","86,9","125,5","62,7","144,8","62,7","24,1","14,5","0,0","0,0","19,3","4,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,8","0,0","0,0","0,0","0,0","4,8","0,0","14,5","0,0","4,8","4,8","29,0","0,0","9,7","4,8","19,3","38,6","48,3","53,1","72,4","72,4","72,4","57,9","48,3","48,3","53,1"
2007,Dobříš,20,23935,10. 10. 2024,3. 10. 2024,"100,3","100,3","79,4","20,9",35,19,41,27,46,49,43,54,86,100,95,27,32,46,14,19,14,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,11,19,19,22,27,32,43,"54,3","29,2","62,7","41,8","71,0","75,2","66,8","83,6","133,7","154,6","146,2","41,8","50,1","71,0","20,9","29,2","20,9","4,2","0,0","4,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,2","0,0","0,0","0,0","0,0","0,0","4,2","0,0","0,0","0,0","0,0","4,2","0,0","0,0","4,2","4,2","16,7","29,2","29,2","33,4","41,8","50,1","66,8","79,4","79,4","79,4","83,6","83,6","91,9","96,1","100,3"
2008,Hořovice,20,31477,10. 10. 2024,3. 10. 2024,"63,5","63,5","79,4","-15,9",14,10,24,28,24,32,28,34,48,100,58,14,14,14,8,2,4,2,4,6,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,2,2,0,2,12,4,2,18,12,16,18,38,"22,2","15,9","38,1","44,5","38,1","50,8","44,5","54,0","76,2","158,8","92,1","22,2","22,2","22,2","12,7","3,2","6,4","3,2","6,4","9,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,2","0,0","0,0","0,0","0,0","3,2","0,0","3,2","0,0","0,0","3,2","3,2","3,2","0,0","3,2","19,1","6,4","3,2","28,6","19,1","25,4","28,6","60,4","79,4","89,0","92,1","92,1","108,0","98,5","82,6","63,5"
2009,Kladno,20,126779,10. 10. 2024,3. 10. 2024,"84,4","84,4","59,9","24,5",21,18,32,33,37,42,56,54,63,100,94,33,23,20,10,8,5,3,3,2,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,2,2,1,2,2,3,5,5,5,16,11,15,17,38,49,"30,0","26,0","45,7","47,3","53,6","59,9","81,2","77,3","90,7","144,3","135,7","48,1","33,9","29,2","14,2","11,0","7,1","4,7","3,9","2,4","0,8","0,0","0,8","1,6","0,0","0,0","1,6","0,0","0,8","0,8","0,8","1,6","0,8","0,0","0,8","0,0","3,2","2,4","0,8","3,2","3,2","4,7","7,1","7,9","7,9","23,7","16,6","21,3","25,2","54,4","71,0","59,9","72,6","72,6","73,4","73,4","78,1","80,5","84,4"
2010,Kolín,20,86543,10. 10. 2024,3. 10. 2024,"49,7","49,7","38,1","11,6",17,26,32,30,29,29,37,58,80,100,74,24,24,17,9,9,6,10,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,2,1,0,2,3,6,6,12,24,26,28,43,"19,6","30,0","37,0","34,7","33,5","33,5","42,8","65,9","91,3","114,4","84,4","27,7","27,7","19,6","10,4","10,4","6,9","11,6","5,8","2,3","2,3","0,0","0,0","0,0","0,0","0,0","0,0","1,2","0,0","0,0","0,0","0,0","0,0","0,0","2,3","2,3","0,0","0,0","1,2","2,3","1,2","0,0","2,3","3,5","6,9","6,9","13,9","27,7","30,0","32,4","49,7","38,1","40,4","40,4","39,3","42,8","46,2","48,5","49,7"
2011,Kralupy nad Vltavou,20,34023,10. 10. 2024,3. 10. 2024,"50,0","50,0","26,5","23,5",32,32,24,34,47,32,55,66,100,87,95,24,24,16,5,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,3,5,3,16,5,26,21,32,21,47,"35,3","35,3","26,5","38,2","52,9","35,3","61,7","73,5","111,7","97,0","105,8","26,5","26,5","17,6","5,9","0,0","0,0","5,9","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","0,0","5,9","0,0","0,0","2,9","5,9","2,9","17,6","5,9","29,4","23,5","35,3","23,5","52,9","26,5","20,6","20,6","20,6","29,4","32,3","44,1","50,0"
2012,Kutná Hora,20,51645,10. 10. 2024,3. 10. 2024,"46,5","46,5","42,6","3,9",23,15,25,58,42,35,48,60,75,100,90,38,52,15,8,4,6,12,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,2,2,4,2,2,0,0,0,0,4,6,2,15,10,8,21,29,38,"21,3","13,6","23,2","54,2","38,7","32,9","44,5","56,2","69,7","92,9","83,3","34,9","48,4","13,6","7,7","3,9","5,8","11,6","0,0","1,9","0,0","1,9","1,9","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","1,9","1,9","3,9","1,9","1,9","0,0","0,0","0,0","0,0","3,9","5,8","1,9","13,6","9,7","7,7","19,4","27,1","34,9","42,6","34,9","34,9","32,9","38,7","31,0","40,7","46,5"
2013,Lysá nad Labem,20,31575,10. 10. 2024,3. 10. 2024,"50,7","50,7","34,8","15,8",22,12,27,32,39,27,34,37,41,88,100,39,39,27,17,5,5,2,2,7,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,2,2,5,20,7,15,12,29,15,44,"28,5","15,8","34,8","41,2","50,7","34,8","44,3","47,5","53,8","114,0","129,8","50,7","50,7","34,8","22,2","6,3","6,3","3,2","3,2","9,5","0,0","0,0","3,2","0,0","3,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,2","0,0","0,0","0,0","6,3","0,0","0,0","0,0","0,0","3,2","3,2","6,3","25,3","9,5","19,0","15,8","38,0","19,0","57,0","34,8","34,8","57,0","57,0","53,8","53,8","53,8","50,7"
2014,Mělník,20,46205,10. 10. 2024,3. 10. 2024,"54,1","54,1","64,9","-10,8",21,23,15,33,31,25,37,52,86,100,74,30,42,11,16,15,8,3,0,1,0,0,2,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,3,1,4,3,3,6,7,8,11,14,11,16,30,"47,6","51,9","34,6","75,7","71,4","56,3","84,4","119,0","196,9","229,4","168,8","69,3","95,2","26,0","36,8","34,6","17,3","6,5","0,0","2,2","0,0","0,0","4,3","0,0","2,2","2,2","2,2","4,3","0,0","0,0","0,0","2,2","2,2","0,0","0,0","0,0","0,0","0,0","6,5","2,2","8,7","6,5","6,5","13,0","15,1","17,3","26,0","32,5","26,0","36,8","69,3","64,9","64,9","62,8","62,8","84,4","62,8","58,4","54,1"
2015,Mladá Boleslav,20,115318,10. 10. 2024,3. 10. 2024,"36,4","36,4","37,3","-0,9",13,8,38,42,29,41,39,60,100,97,87,27,35,13,10,7,6,4,1,0,0,2,1,2,1,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,2,3,5,5,3,22,11,17,32,27,34,"11,3","6,9","32,1","35,6","24,3","34,7","33,0","51,2","85,0","82,4","73,7","22,5","29,5","11,3","8,7","6,1","5,2","3,5","0,9","0,0","0,0","1,7","0,9","1,7","0,9","0,0","0,0","0,0","0,0","1,7","0,9","0,9","0,0","0,0","0,0","0,0","0,0","0,9","0,9","0,9","1,7","2,6","4,3","4,3","2,6","19,1","9,5","14,7","26,9","22,5","28,6","37,3","41,6","41,6","41,6","37,3","37,3","38,2","36,4"
2016,Mnichovo Hradiště,20,18558,10. 10. 2024,3. 10. 2024,"21,6","21,6","21,6","0,0",7,40,40,100,33,20,47,73,80,53,87,40,27,13,20,7,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,13,27,33,13,60,"5,4","32,3","32,3","80,8","26,9","16,2","37,7","59,3","64,7","43,1","70,1","32,3","21,6","10,8","16,2","5,4","5,4","0,0","0,0","0,0","0,0","5,4","0,0","0,0","0,0","0,0","5,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,4","0,0","0,0","0,0","0,0","0,0","0,0","5,4","0,0","0,0","0,0","5,4","10,8","21,6","26,9","10,8","48,5","21,6","16,2","16,2","21,6","10,8","10,8","10,8","21,6"
2017,Neratovice,20,32872,10. 10. 2024,3. 10. 2024,"73,0","73,0","91,3","-18,3",18,19,23,23,72,28,39,58,61,100,75,32,28,12,2,7,7,5,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,4,4,2,4,4,0,0,5,4,7,2,9,9,21,30,21,46,"30,4","33,5","39,5","39,5","124,7","48,7","66,9","100,4","106,5","173,4","130,8","54,8","48,7","21,3","3,0","12,2","12,2","9,1","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","3,0","0,0","3,0","0,0","0,0","6,1","6,1","3,0","6,1","6,1","0,0","0,0","9,1","6,1","12,2","3,0","15,2","15,2","36,5","51,7","36,5","79,1","91,3","94,3","94,3","94,3","76,1","70,0","63,9","73,0"
2018,Nymburk,20,41484,10. 10. 2024,3. 10. 2024,"28,9","28,9","21,7","7,2",11,20,20,32,25,34,52,61,82,100,73,30,34,25,9,2,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,7,0,16,11,16,18,7,18,"12,1","21,7","21,7","33,7","26,5","36,2","55,4","65,1","86,8","106,1","77,1","31,3","36,2","26,5","9,6","2,4","9,6","4,8","0,0","4,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,4","7,2","0,0","16,9","12,1","16,9","19,3","7,2","19,3","21,7","24,1","24,1","24,1","31,3","36,2","38,6","28,9"
2019,Poděbrady,20,32404,10. 10. 2024,3. 10. 2024,"40,1","40,1","15,4","24,7",18,26,26,12,65,47,91,76,76,100,74,53,38,18,12,3,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,3,0,15,12,15,12,26,"18,5","27,8","27,8","12,3","67,9","49,4","95,7","80,2","80,2","104,9","77,2","55,5","40,1","18,5","12,3","3,1","3,1","3,1","6,2","3,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,1","0,0","0,0","0,0","0,0","0,0","3,1","6,2","3,1","3,1","0,0","15,4","12,3","15,4","12,3","27,8","15,4","15,4","15,4","15,4","21,6","37,0","37,0","40,1"
2020,Příbram,20,71498,10. 10. 2024,3. 10. 2024,"71,3","71,3","97,9","-26,6",9,11,16,20,25,45,38,84,79,100,76,21,30,12,10,4,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,2,6,7,6,11,11,24,64,"16,8","19,6","28,0","36,4","44,8","79,7","67,1","151,1","141,3","179,0","135,7","37,8","53,1","21,0","18,2","7,0","2,8","5,6","1,4","1,4","0,0","1,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,8","2,8","1,4","0,0","4,2","11,2","12,6","11,2","19,6","19,6","43,4","114,7","97,9","90,9","90,9","86,7","89,5","81,1","76,9","71,3"
2021,Rakovník,20,56058,10. 10. 2024,3. 10. 2024,"53,5","53,5","58,9","-5,4",32,34,36,38,46,48,72,56,96,92,100,30,44,20,28,16,14,4,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,2,2,6,4,4,10,14,14,34,74,82,"28,5","30,3","32,1","33,9","41,0","42,8","64,2","49,9","85,6","82,1","89,2","26,8","39,2","17,8","25,0","14,3","12,5","3,6","1,8","0,0","0,0","1,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,8","1,8","0,0","1,8","0,0","0,0","0,0","1,8","0,0","1,8","1,8","5,4","3,6","3,6","8,9","12,5","12,5","30,3","66,0","73,1","58,9","67,8","67,8","66,0","60,7","53,5","49,9","53,5"
2022,Říčany,20,77533,10. 10. 2024,3. 10. 2024,"38,7","38,7","36,1","2,6",18,16,13,19,35,32,37,53,68,100,49,32,31,18,6,6,10,4,6,1,3,3,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,9,3,1,0,1,1,3,7,9,12,18,28,59,"15,5","14,2","11,6","16,8","31,0","28,4","32,2","46,4","59,3","87,7","42,6","28,4","27,1","15,5","5,2","5,2","9,0","3,9","5,2","1,3","2,6","2,6","0,0","0,0","1,3","1,3","0,0","1,3","0,0","0,0","0,0","0,0","0,0","1,3","1,3","1,3","0,0","1,3","7,7","2,6","1,3","0,0","1,3","1,3","2,6","6,4","7,7","10,3","15,5","24,5","51,6","36,1","33,5","34,8","37,4","32,2","32,2","36,1","38,7"
2023,Sedlčany,20,22121,10. 10. 2024,3. 10. 2024,"90,4","90,4","49,7","40,7",19,19,17,33,14,31,25,44,42,100,78,25,14,33,6,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,3,0,8,19,53,"31,6","31,6","27,1","54,2","22,6","49,7","40,7","72,3","67,8","162,7","126,6","40,7","22,6","54,2","9,0","4,5","0,0","0,0","0,0","0,0","4,5","0,0","0,0","0,0","0,0","4,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,5","0,0","9,0","4,5","0,0","13,6","31,6","85,9","49,7","58,8","58,8","58,8","54,2","54,2","76,9","90,4"
2024,Slaný,20,41929,10. 10. 2024,3. 10. 2024,"42,9","42,9","59,6","-16,7",18,20,30,26,22,28,46,52,66,100,72,40,28,12,4,14,4,4,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,10,0,10,6,8,10,14,44,"21,5","23,8","35,8","31,0","26,2","33,4","54,9","62,0","78,7","119,2","85,9","47,7","33,4","14,3","4,8","16,7","4,8","4,8","0,0","4,8","0,0","0,0","2,4","2,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,8","0,0","0,0","0,0","2,4","0,0","2,4","11,9","0,0","11,9","7,2","9,5","11,9","16,7","52,5","59,6","50,1","50,1","47,7","59,6","57,2","57,2","42,9"
2025,Vlašim,20,26226,10. 10. 2024,3. 10. 2024,"34,3","34,3","19,1","15,3",15,5,20,25,25,15,55,75,65,70,100,30,30,20,15,5,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,5,5,15,15,35,10,"11,4","3,8","15,3","19,1","19,1","11,4","41,9","57,2","49,6","53,4","76,3","22,9","22,9","15,3","11,4","3,8","7,6","0,0","19,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,8","3,8","0,0","0,0","7,6","3,8","3,8","11,4","11,4","26,7","7,6","19,1","22,9","26,7","26,7","34,3","34,3","38,1","34,3"
2026,Votice,20,12783,10. 10. 2024,3. 10. 2024,"78,2","78,2","39,1","39,1",33,8,25,42,33,42,83,42,100,58,42,25,25,33,8,8,25,25,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,33,8,50,67,75,"31,3","7,8","23,5","39,1","31,3","39,1","78,2","39,1","93,9","54,8","39,1","23,5","23,5","31,3","7,8","7,8","23,5","23,5","0,0","15,6","7,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,8","0,0","31,3","7,8","46,9","62,6","70,4","39,1","39,1","46,9","46,9","78,2","62,6","70,4","78,2"
3101,Blatná,31,13685,10. 10. 2024,3. 10. 2024,"153,5","153,5","146,1","7,3",16,19,19,22,12,28,47,72,91,100,47,47,22,12,9,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,31,28,12,16,47,"36,5","43,8","43,8","51,2","29,2","65,8","109,6","168,1","211,9","233,8","109,6","109,6","51,2","29,2","21,9","7,3","29,2","7,3","7,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,3","0,0","0,0","7,3","36,5","73,1","65,8","29,2","36,5","109,6","146,1","146,1","146,1","146,1","175,4","182,7","182,7","153,5"
3102,České Budějovice,31,166778,10. 10. 2024,3. 10. 2024,"79,7","79,7","74,9","4,8",25,19,33,28,39,50,42,66,80,100,86,38,24,13,8,6,4,5,3,1,2,4,1,2,1,0,0,0,0,0,1,1,0,0,0,1,2,1,1,1,2,2,2,3,1,6,7,11,20,27,44,"37,2","27,6","48,0","42,0","57,0","74,4","62,4","97,1","118,7","147,5","126,5","55,8","36,0","19,2","11,4","9,0","6,6","7,2","4,2","1,8","3,0","5,4","1,2","2,4","1,2","0,6","0,6","0,0","0,6","0,0","1,2","1,8","0,6","0,6","0,0","1,8","2,4","1,8","1,2","1,8","2,4","3,0","3,6","4,2","1,8","8,4","10,2","16,2","28,8","39,6","65,4","74,9","79,1","80,3","79,7","82,7","82,1","83,3","79,7"
3103,Český Krumlov,31,41867,10. 10. 2024,3. 10. 2024,"71,7","71,7","74,0","-2,4",17,37,52,40,41,71,100,97,97,79,92,24,40,16,10,5,10,0,0,2,3,6,2,0,2,0,0,2,2,0,0,0,0,0,0,0,5,2,3,2,5,0,10,2,0,16,19,17,22,33,51,"26,3","54,9","78,8","59,7","62,1","107,5","150,5","145,7","145,7","119,4","138,5","35,8","59,7","23,9","14,3","7,2","14,3","0,0","0,0","2,4","4,8","9,6","2,4","0,0","2,4","0,0","0,0","2,4","2,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,2","2,4","4,8","2,4","7,2","0,0","14,3","2,4","0,0","23,9","28,7","26,3","33,4","50,2","76,4","74,0","76,4","76,4","71,7","81,2","86,0","71,7","71,7"
3104,Dačice,31,18507,10. 10. 2024,3. 10. 2024,"108,1","108,1","210,7","-102,7",30,20,40,33,43,50,70,70,70,93,73,20,23,13,13,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,20,13,33,100,"48,6","32,4","64,8","54,0","70,2","81,1","113,5","113,5","113,5","151,3","118,9","32,4","37,8","21,6","21,6","0,0","0,0","5,4","16,2","16,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,4","0,0","0,0","0,0","5,4","0,0","0,0","0,0","0,0","5,4","5,4","0,0","32,4","21,6","54,0","162,1","210,7","199,9","189,1","189,1","167,5","129,7","118,9","108,1"
3105,Jindřichův Hradec,31,46910,10. 10. 2024,3. 10. 2024,"104,5","104,5","121,5","-17,1",12,23,29,25,29,49,41,71,82,100,88,34,34,22,7,9,2,5,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,5,1,5,9,11,8,15,46,"23,4","44,8","55,4","49,0","55,4","95,9","78,9","138,6","159,9","194,0","170,5","66,1","66,1","42,6","12,8","17,1","4,3","10,7","14,9","2,1","2,1","2,1","0,0","2,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,1","0,0","0,0","0,0","2,1","4,3","0,0","2,1","2,1","2,1","10,7","2,1","10,7","17,1","21,3","14,9","29,8","89,5","121,5","115,1","106,6","108,7","115,1","113,0","110,9","104,5"
3106,Kaplice,31,20171,10. 10. 2024,3. 10. 2024,"74,4","74,4","74,4","0,0",6,9,36,33,24,27,70,73,58,100,76,15,45,27,12,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,3,3,3,0,3,24,30,30,"9,9","14,9","59,5","54,5","39,7","44,6","114,0","119,0","94,2","163,6","123,9","24,8","74,4","44,6","19,8","0,0","5,0","5,0","5,0","0,0","0,0","5,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,0","0,0","9,9","5,0","0,0","0,0","5,0","5,0","5,0","0,0","5,0","39,7","49,6","49,6","74,4","84,3","84,3","94,2","99,2","89,2","69,4","74,4"
3107,Milevsko,31,18188,10. 10. 2024,3. 10. 2024,"60,5","60,5","132,0","-71,5",8,4,16,51,47,45,43,59,80,100,94,24,33,18,6,8,4,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,2,2,4,4,14,8,6,16,41,"22,0","11,0","44,0","137,5","126,5","121,0","115,5","159,4","214,4","269,4","252,9","66,0","88,0","49,5","16,5","22,0","11,0","11,0","5,5","0,0","0,0","0,0","5,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,5","0,0","0,0","5,5","11,0","0,0","5,5","5,5","11,0","11,0","38,5","22,0","16,5","44,0","110,0","132,0","110,0","121,0","121,0","115,5","99,0","77,0","60,5"
