kód,obec,kraj,počet obyv.,datum,datum-7,"dnes (ČR: 62,3)",dnes,dnes-7,změna,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,25.9.24,2.10.24,9.10.24,16.10.24,23.10.24,30.10.24,6.11.24,13.11.24,20.11.24,27.11.24,4.12.24,11.12.24,18.12.24,25.12.24,1.1.25,8.1.25,15.1.25,22.1.25,29.1.25,5.2.25,12.2.25,19.2.25,26.2.25,5.3.25,12.3.25,19.3.25,26.3.25,2.4.25,9.4.25,16.4.25,23.4.25,30.4.25,7.5.25,14.5.25,21.5.25,28.5.25,4.6.25,11.6.25,18.6.25,25.6.25,2.7.25,9.7.25,16.7.25,23.7.25,30.7.25,6.8.25,13.8.25,20.8.25,27.8.25,3.9.25,10.9.25,17.9.25,18.9.25,19.9.25,20.9.25,21.9.25,22.9.25,23.9.25,24.9.25
6311,Světlá nad Sázavou,63,19590,24. 9. 2025,17. 9. 2025,"704,4","704,4","730,0","-25,5",90,92,100,94,90,83,80,81,78,78,76,76,76,77,75,77,78,77,76,76,75,74,75,75,74,74,74,75,75,74,74,74,75,75,74,74,74,75,76,77,75,77,76,78,75,77,75,74,75,75,81,86,"760,6","781,0","847,4","796,3","760,6","704,4","673,8","689,1","663,6","663,6","643,2","643,2","643,2","653,4","638,1","648,3","658,5","653,4","643,2","643,2","638,1","627,9","633,0","638,1","627,9","627,9","627,9","638,1","633,0","627,9","627,9","627,9","633,0","633,0","627,9","627,9","627,9","633,0","643,2","648,3","638,1","648,3","643,2","658,5","638,1","653,4","638,1","627,9","633,0","638,1","689,1","730,0","735,1","730,0","714,7","714,7","694,2","678,9","704,4"
6312,Telč,63,13045,24. 9. 2025,17. 9. 2025,"436,9","436,9","414,0","23,0",100,98,91,97,88,80,82,86,86,80,82,82,86,82,80,82,79,77,79,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,82,80,77,77,77,77,77,77,77,77,77,77,77,77,79,82,"505,9","498,3","459,9","490,6","444,6","406,3","414,0","436,9","436,9","406,3","414,0","414,0","436,9","414,0","406,3","414,0","398,6","391,0","398,6","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","414,0","406,3","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","391,0","398,6","414,0","406,3","414,0","414,0","414,0","429,3","436,9","436,9"
6313,Třebíč,63,73908,24. 9. 2025,17. 9. 2025,"447,9","447,9","395,1","52,8",88,100,99,86,76,71,68,67,67,65,65,66,68,68,65,65,64,64,64,64,63,63,62,62,63,63,62,62,62,62,63,63,62,62,63,62,63,63,62,63,63,63,62,63,64,64,64,63,64,65,67,69,"508,7","576,4","568,3","496,6","438,4","410,0","393,7","388,3","388,3","377,5","374,8","382,9","391,0","391,0","372,1","372,1","366,7","368,0","370,7","368,0","361,3","362,6","359,9","359,9","361,3","361,3","358,6","359,9","359,9","359,9","361,3","361,3","358,6","358,6","361,3","359,9","364,0","362,6","359,9","362,6","364,0","362,6","359,9","361,3","368,0","366,7","366,7","364,0","366,7","377,5","387,0","395,1","399,1","404,6","401,9","400,5","408,6","430,3","447,9"
6314,Velké Meziříčí,63,37205,24. 9. 2025,17. 9. 2025,"352,1","352,1","360,2","-8,1",93,99,97,100,90,81,75,76,78,75,72,75,76,73,72,69,69,69,67,67,68,67,68,68,68,68,67,67,67,67,67,67,69,69,67,67,67,67,68,67,67,68,68,69,69,68,70,69,69,73,75,81,"413,9","440,8","432,7","446,2","403,2","360,2","336,0","338,7","346,7","336,0","322,5","333,3","338,7","327,9","319,8","306,4","309,1","306,4","301,0","301,0","303,7","301,0","303,7","303,7","303,7","303,7","301,0","301,0","301,0","301,0","301,0","301,0","309,1","306,4","301,0","301,0","301,0","301,0","303,7","301,0","301,0","303,7","303,7","306,4","306,4","303,7","311,8","309,1","309,1","325,2","336,0","360,2","360,2","362,9","349,4","344,0","344,0","352,1","352,1"
6315,Žďár nad Sázavou,63,42735,24. 9. 2025,17. 9. 2025,"362,7","362,7","337,0","25,7",96,100,92,72,82,69,67,70,72,73,72,70,66,66,65,67,67,66,67,65,65,64,64,65,64,63,64,64,64,64,63,63,63,64,63,64,62,62,62,62,64,64,64,64,64,64,63,65,67,68,68,78,"411,8","430,6","397,8","308,9","353,3","297,2","290,2","299,5","311,2","313,6","308,9","299,5","285,5","285,5","278,5","287,8","287,8","285,5","290,2","280,8","278,5","276,1","273,8","278,5","273,8","271,4","276,1","276,1","276,1","276,1","271,4","271,4","271,4","276,1","271,4","273,8","269,1","269,1","269,1","266,8","273,8","276,1","276,1","273,8","273,8","273,8","271,4","280,8","290,2","292,5","294,8","337,0","339,3","341,6","344,0","334,6","337,0","351,0","362,7"
6401,Blansko,64,57224,24. 9. 2025,17. 9. 2025,"566,2","566,2","538,2","28,0",93,100,97,94,87,80,76,76,76,74,72,72,71,71,69,70,70,73,74,70,68,68,68,68,68,68,68,68,68,68,68,68,68,67,68,68,68,68,69,69,68,68,69,69,68,68,69,71,72,74,76,79,"634,3","681,5","664,1","643,1","595,9","545,2","515,5","517,3","520,8","505,0","492,8","489,3","480,6","480,6","471,8","478,8","477,1","494,5","501,5","477,1","463,1","461,3","463,1","463,1","463,1","463,1","461,3","463,1","463,1","464,8","461,3","461,3","461,3","459,6","463,1","464,8","463,1","463,1","468,3","470,1","464,8","466,6","468,3","468,3","461,3","464,8","470,1","482,3","492,8","501,5","517,3","538,2","540,0","543,5","536,5","534,7","545,2","557,5","566,2"
6402,Boskovice,64,52822,24. 9. 2025,17. 9. 2025,"660,7","660,7","638,0","22,7",93,97,100,95,93,92,92,91,91,89,89,87,87,87,86,86,87,87,86,86,86,85,86,86,86,86,86,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,88,89,"668,3","698,6","719,4","685,3","672,1","664,5","658,8","656,9","651,2","643,7","641,8","628,5","624,7","624,7","621,0","619,1","626,6","626,6","621,0","619,1","615,3","613,4","617,2","619,1","619,1","615,3","617,2","613,4","615,3","617,2","617,2","617,2","619,1","617,2","617,2","617,2","617,2","617,2","617,2","617,2","617,2","617,2","617,2","617,2","617,2","617,2","615,3","619,1","622,8","626,6","636,1","638,0","638,0","638,0","636,1","636,1","639,9","656,9","660,7"
6403,Brno,64,396101,24. 9. 2025,17. 9. 2025,"441,3","441,3","424,1","17,2",92,97,99,100,93,86,81,81,80,80,78,78,78,77,75,76,76,75,75,75,75,75,75,75,75,75,75,75,74,74,74,74,74,74,75,75,75,75,75,74,75,75,75,75,75,76,76,77,78,80,82,86,"457,7","477,9","492,6","495,1","458,0","425,1","399,4","399,9","396,4","394,1","388,3","386,5","385,0","380,0","372,6","375,4","374,7","373,4","372,1","370,4","369,4","369,1","369,6","371,6","369,6","369,1","370,6","368,8","367,1","367,3","366,1","368,6","367,1","368,3","370,4","369,9","370,1","370,1","369,4","368,1","371,1","371,4","371,6","372,6","372,1","375,7","377,2","379,7","387,5","394,3","407,5","424,1","422,4","425,9","419,6","415,6","421,9","430,2","441,3"
6404,Břeclav,64,59512,24. 9. 2025,17. 9. 2025,"583,1","583,1","578,0","5,0",92,93,99,100,94,93,90,88,87,93,92,92,91,90,89,89,88,88,88,87,88,87,87,86,87,87,87,87,87,87,87,86,86,86,87,86,86,86,86,86,86,86,86,86,86,86,87,86,88,88,89,91,"583,1","586,4","628,4","633,5","594,8","591,5","571,3","557,9","551,1","591,5","581,4","579,7","574,7","569,6","562,9","564,6","559,6","556,2","554,5","549,5","554,5","549,5","549,5","547,8","549,5","551,1","551,1","549,5","549,5","552,8","552,8","547,8","547,8","547,8","549,5","547,8","546,1","546,1","546,1","546,1","546,1","547,8","547,8","546,1","547,8","546,1","549,5","547,8","554,5","559,6","564,6","578,0","578,0","581,4","574,7","571,3","574,7","574,7","583,1"
6405,Bučovice,64,16573,24. 9. 2025,17. 9. 2025,"687,9","687,9","663,7","24,1",95,100,96,98,94,88,88,87,87,86,87,88,83,83,82,82,82,83,83,82,82,82,82,82,82,83,83,83,83,83,83,83,82,83,83,83,84,85,85,85,86,86,86,85,86,85,85,85,86,86,88,91,"693,9","730,1","699,9","718,0","687,9","639,6","639,6","633,6","633,6","627,5","633,6","639,6","609,4","603,4","597,4","597,4","597,4","609,4","603,4","597,4","597,4","597,4","597,4","597,4","597,4","603,4","603,4","603,4","603,4","603,4","603,4","603,4","597,4","603,4","609,4","603,4","615,5","621,5","621,5","621,5","627,5","627,5","627,5","621,5","627,5","621,5","621,5","621,5","627,5","627,5","645,6","663,7","657,7","663,7","651,7","651,7","681,8","675,8","687,9"
6406,Hodonín,64,59847,24. 9. 2025,17. 9. 2025,"571,5","571,5","549,7","21,7",86,98,100,98,93,78,81,79,77,78,75,74,76,74,73,72,73,74,75,73,73,73,74,74,74,75,74,74,74,73,73,73,72,72,73,73,73,73,72,72,73,73,73,74,73,73,74,73,74,75,79,80,"591,5","673,4","685,1","670,0","638,3","536,4","554,7","543,1","529,7","531,4","514,6","508,0","518,0","508,0","499,6","496,3","502,9","508,0","511,3","501,3","499,6","501,3","506,3","509,6","509,6","511,3","508,0","506,3","504,6","502,9","499,6","499,6","496,3","496,3","499,6","501,3","501,3","497,9","496,3","496,3","502,9","501,3","501,3","504,6","501,3","497,9","504,6","502,9","504,6","516,3","539,7","549,7","543,1","553,1","548,1","543,1","553,1","561,4","571,5"
6407,Hustopeče,64,37166,24. 9. 2025,17. 9. 2025,"444,0","444,0","449,3","-5,4",96,100,99,96,95,93,87,85,80,83,84,83,84,83,82,82,83,82,81,82,82,81,81,81,81,82,82,81,81,81,82,82,81,80,80,80,80,80,80,80,81,81,80,81,82,81,81,81,82,82,83,87,"497,8","519,3","513,9","500,5","495,1","481,6","452,0","441,3","417,0","430,5","435,9","430,5","435,9","433,2","425,1","425,1","430,5","425,1","419,7","425,1","425,1","422,4","419,7","419,7","419,7","427,8","427,8","422,4","419,7","422,4","425,1","425,1","422,4","417,0","417,0","417,0","414,4","417,0","417,0","417,0","419,7","419,7","417,0","419,7","425,1","422,4","419,7","419,7","425,1","427,8","433,2","449,3","452,0","452,0","446,6","446,6","444,0","444,0","444,0"
6408,Ivančice,64,25109,24. 9. 2025,17. 9. 2025,"533,7","533,7","493,8","39,8",93,97,100,97,97,90,88,92,90,86,88,90,90,86,82,85,86,82,83,82,82,82,81,80,81,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,81,80,80,80,80,81,82,81,81,84,"541,6","565,5","585,4","565,5","565,5","525,7","517,7","537,7","525,7","505,8","513,8","529,7","525,7","501,8","481,9","497,8","501,8","481,9","485,9","481,9","481,9","477,9","473,9","470,0","473,9","473,9","466,0","466,0","466,0","466,0","466,0","466,0","466,0","466,0","466,0","466,0","466,0","466,0","466,0","466,0","470,0","473,9","473,9","470,0","466,0","470,0","470,0","473,9","481,9","473,9","473,9","493,8","501,8","509,8","509,8","505,8","517,7","525,7","533,7"
6409,Kuřim,64,24041,24. 9. 2025,17. 9. 2025,"324,4","324,4","295,3","29,1",94,99,87,100,90,77,66,63,67,63,58,55,52,53,51,55,49,51,52,53,52,49,51,51,51,51,52,51,51,51,51,51,49,49,51,49,54,52,51,53,53,52,53,54,56,56,56,58,58,63,63,72,"386,8","407,6","357,7","411,8","370,2","316,1","270,4","257,9","274,5","257,9","237,1","224,6","212,1","216,3","208,0","224,6","203,8","208,0","212,1","216,3","212,1","203,8","208,0","208,0","208,0","208,0","212,1","208,0","208,0","208,0","208,0","208,0","203,8","203,8","208,0","203,8","220,5","212,1","208,0","216,3","216,3","212,1","216,3","220,5","228,8","228,8","228,8","237,1","237,1","257,9","257,9","295,3","299,5","299,5","291,2","278,7","295,3","316,1","324,4"
6410,Kyjov,64,55405,24. 9. 2025,17. 9. 2025,"595,6","595,6","592,0","3,6",95,100,100,97,90,85,81,77,79,81,77,76,75,75,75,76,75,75,75,75,75,74,73,74,75,74,75,75,74,73,73,74,73,73,74,74,73,73,73,73,74,74,74,73,74,75,75,76,77,81,84,88,"637,1","671,4","671,4","648,0","601,0","568,5","545,1","516,2","532,4","543,3","519,8","510,8","505,4","501,8","505,4","507,2","503,6","503,6","501,8","505,4","501,8","496,3","492,7","500,0","501,8","500,0","501,8","503,6","494,5","492,7","492,7","494,5","492,7","490,9","494,5","496,3","492,7","492,7","492,7","492,7","496,3","498,1","498,1","492,7","500,0","505,4","501,8","507,2","518,0","543,3","566,7","592,0","583,0","584,8","575,8","566,7","574,0","577,6","595,6"
6411,Mikulov,64,20898,24. 9. 2025,17. 9. 2025,"421,1","421,1","430,7","-9,6",98,100,99,97,95,90,83,77,78,82,82,77,78,76,73,73,74,75,77,77,74,74,74,74,74,74,74,75,73,73,73,73,73,76,77,75,73,73,74,74,73,73,73,73,74,76,75,74,73,73,78,81,"521,6","531,2","526,4","516,8","507,2","478,5","440,2","406,7","416,3","435,4","435,4","411,5","416,3","402,0","387,6","387,6","392,4","397,2","406,7","406,7","392,4","392,4","392,4","392,4","392,4","392,4","392,4","397,2","387,6","387,6","387,6","387,6","387,6","402,0","406,7","397,2","387,6","387,6","392,4","392,4","387,6","387,6","387,6","387,6","392,4","402,0","397,2","392,4","387,6","387,6","416,3","430,7","425,9","421,1","416,3","411,5","411,5","416,3","421,1"
6412,Moravský Krumlov,64,22798,24. 9. 2025,17. 9. 2025,"600,9","600,9","631,6","-30,7",92,100,96,91,90,90,83,80,81,82,80,83,82,79,76,77,76,76,76,76,77,76,76,75,75,75,75,76,76,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,77,76,76,75,76,79,82,83,"701,8","758,8","728,1","688,7","679,9","679,9","627,2","609,7","614,1","618,5","605,3","627,2","618,5","596,5","579,0","583,4","574,6","579,0","574,6","574,6","583,4","579,0","579,0","570,2","570,2","570,2","570,2","574,6","574,6","570,2","570,2","570,2","570,2","570,2","570,2","570,2","574,6","579,0","574,6","574,6","574,6","579,0","574,6","579,0","583,4","579,0","579,0","570,2","574,6","600,9","618,5","631,6","627,2","627,2","614,1","614,1","609,7","592,2","600,9"
6413,Pohořelice,64,15558,24. 9. 2025,17. 9. 2025,"584,9","584,9","572,1","12,9",88,100,93,89,85,76,78,79,75,72,74,77,80,80,76,75,76,78,74,74,74,73,74,74,74,73,73,73,74,75,74,74,73,73,74,74,73,73,73,73,74,75,75,74,73,73,73,74,77,79,82,86,"584,9","668,5","623,5","597,8","565,6","507,8","520,6","527,1","501,3","482,1","494,9","514,2","533,5","533,5","507,8","501,3","507,8","520,6","494,9","494,9","494,9","488,5","494,9","494,9","494,9","488,5","488,5","488,5","494,9","501,3","494,9","494,9","488,5","488,5","494,9","494,9","488,5","488,5","488,5","488,5","494,9","501,3","501,3","494,9","488,5","488,5","488,5","494,9","514,2","527,1","546,3","572,1","565,6","572,1","565,6","565,6","578,5","584,9","584,9"
6414,Rosice,64,26903,24. 9. 2025,17. 9. 2025,"486,9","486,9","472,1","14,9",99,97,94,100,99,85,84,84,80,77,78,81,78,75,75,75,73,75,77,74,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,73,74,73,74,75,79,78,78,80,"583,6","572,4","553,8","587,3","583,6","498,1","490,7","490,7","472,1","453,5","460,9","475,8","457,2","442,3","438,6","438,6","427,5","442,3","449,8","434,9","423,7","423,7","423,7","427,5","431,2","431,2","427,5","431,2","431,2","427,5","427,5","431,2","427,5","427,5","427,5","427,5","427,5","427,5","427,5","427,5","431,2","434,9","434,9","431,2","434,9","431,2","434,9","438,6","464,6","457,2","460,9","472,1","472,1","472,1","464,6","460,9","468,3","472,1","486,9"
6415,Slavkov u Brna,64,24877,24. 9. 2025,17. 9. 2025,"546,7","546,7","550,7","-4,0",94,92,94,100,95,91,88,92,92,90,87,90,89,86,82,83,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,83,84,83,82,82,82,82,82,82,84,85,86,83,84,88,89,"582,9","570,8","582,9","619,0","590,9","562,8","546,7","570,8","566,8","558,7","538,7","554,7","550,7","530,6","510,5","514,5","502,5","498,5","502,5","498,5","502,5","502,5","502,5","498,5","498,5","498,5","498,5","498,5","498,5","498,5","498,5","498,5","502,5","502,5","498,5","502,5","514,5","518,6","514,5","506,5","510,5","506,5","506,5","506,5","510,5","522,6","526,6","534,6","514,5","522,6","542,7","550,7","546,7","542,7","538,7","538,7","526,6","546,7","546,7"
6416,Šlapanice,64,72483,24. 9. 2025,17. 9. 2025,"364,2","364,2","338,0","26,2",90,100,98,92,87,80,77,78,78,75,75,74,73,72,71,73,71,73,73,71,71,71,71,70,70,71,70,70,70,70,69,70,70,70,70,71,70,70,70,71,72,71,71,74,72,71,72,73,73,74,77,84,"364,2","402,9","394,6","369,7","349,0","324,2","311,8","314,6","313,2","303,5","300,8","296,6","293,9","289,7","285,6","292,5","287,0","295,2","292,5","287,0","284,2","284,2","287,0","282,8","282,8","284,2","282,8","281,4","282,8","282,8","278,7","281,4","281,4","280,1","281,4","284,2","282,8","280,1","281,4","285,6","291,1","285,6","285,6","298,0","289,7","287,0","288,3","295,2","295,2","298,0","310,4","338,0","342,1","344,9","339,4","336,6","346,3","354,6","364,2"
6417,Tišnov,64,32576,24. 9. 2025,17. 9. 2025,"380,6","380,6","368,4","12,3",82,91,100,85,85,77,71,72,71,70,71,72,69,68,67,68,68,68,66,68,68,68,67,66,67,67,66,67,67,68,66,68,68,67,67,67,68,68,68,67,68,68,68,69,70,69,68,70,72,74,77,79,"380,6","423,6","463,5","396,0","396,0","359,2","328,5","334,6","328,5","322,3","328,5","331,5","319,3","316,2","310,0","313,1","316,2","316,2","307,0","313,1","313,1","313,1","310,0","307,0","310,0","310,0","307,0","310,0","310,0","313,1","307,0","313,1","313,1","310,0","310,0","310,0","313,1","313,1","313,1","310,0","313,1","313,1","313,1","319,3","325,4","319,3","316,2","322,3","331,5","343,8","356,1","368,4","359,2","362,2","362,2","356,1","368,4","374,5","380,6"
6418,Veselí nad Moravou,64,36867,24. 9. 2025,17. 9. 2025,"607,6","607,6","583,2","24,4",88,100,97,95,88,81,78,79,78,77,77,75,76,74,74,74,74,75,74,74,74,73,74,74,74,74,74,73,74,74,73,73,74,73,73,73,73,74,73,73,73,73,73,73,73,74,73,73,74,77,77,77,"664,6","754,1","729,6","716,1","664,6","610,3","588,6","594,0","585,9","577,8","583,2","564,2","569,6","561,5","558,8","558,8","556,1","564,2","561,5","556,1","556,1","553,3","556,1","558,8","558,8","556,1","556,1","553,3","558,8","556,1","550,6","553,3","556,1","550,6","550,6","553,3","550,6","556,1","553,3","550,6","550,6","550,6","553,3","553,3","550,6","556,1","553,3","550,6","558,8","580,5","583,2","583,2","577,8","577,8","585,9","577,8","594,0","596,7","607,6"
6419,Vyškov,64,52824,24. 9. 2025,17. 9. 2025,"715,6","715,6","726,9","-11,4",91,95,100,100,96,91,85,86,87,87,87,86,85,85,81,80,80,80,80,81,80,80,80,80,81,81,80,80,80,80,80,80,80,80,80,80,83,83,83,83,82,83,83,82,82,82,82,83,83,84,87,90,"738,3","772,4","812,1","810,2","778,1","738,3","691,0","696,7","709,9","709,9","708,0","694,8","692,9","689,1","660,7","651,2","651,2","651,2","647,4","656,9","653,1","647,4","649,3","651,2","655,0","655,0","651,2","647,4","651,2","653,1","653,1","649,3","647,4","647,4","649,3","651,2","672,0","672,0","670,1","673,9","666,4","670,1","670,1","662,6","666,4","668,3","668,3","675,8","677,7","681,5","706,1","726,9","726,9","723,2","711,8","696,7","709,9","709,9","715,6"
6420,Znojmo,64,93230,24. 9. 2025,17. 9. 2025,"579,2","579,2","559,9","19,3",91,99,100,95,93,88,83,82,80,80,81,80,81,78,76,76,77,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,76,77,78,79,81,"627,5","683,3","688,6","657,5","642,5","608,2","569,6","563,1","553,5","553,5","554,5","552,4","556,7","534,2","523,4","526,7","529,9","525,6","524,5","523,4","521,3","524,5","522,4","521,3","522,4","521,3","521,3","522,4","523,4","522,4","520,2","520,2","520,2","520,2","521,3","523,4","522,4","523,4","523,4","521,3","521,3","521,3","521,3","522,4","521,3","526,7","527,7","526,7","528,8","534,2","542,7","559,9","557,8","563,1","559,9","556,7","562,1","569,6","579,2"
6421,Židlochovice,64,34386,24. 9. 2025,17. 9. 2025,"476,9","476,9","439,1","37,8",96,94,100,100,99,91,88,88,85,83,83,83,83,83,81,82,82,85,83,82,83,81,82,81,82,82,82,82,81,81,81,81,81,81,81,83,83,81,81,82,83,82,83,82,81,81,81,82,81,86,90,93,"450,8","442,0","471,1","471,1","468,2","430,4","415,9","413,0","398,4","389,7","389,7","389,7","389,7","389,7","383,9","386,8","386,8","398,4","392,6","386,8","392,6","383,9","386,8","383,9","386,8","386,8","386,8","386,8","383,9","383,9","383,9","383,9","383,9","383,9","383,9","389,7","389,7","383,9","383,9","386,8","389,7","386,8","389,7","386,8","383,9","383,9","383,9","386,8","383,9","404,2","424,6","439,1","453,7","459,5","453,7","444,9","456,6","465,3","476,9"
7101,Hranice,71,34376,24. 9. 2025,17. 9. 2025,"372,4","372,4","346,2","26,2",85,95,100,91,80,72,71,71,72,72,72,72,69,67,66,68,68,66,68,69,71,70,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,67,66,67,67,68,69,69,"427,6","480,0","503,3","456,7","404,4","363,6","357,8","357,8","360,7","363,6","360,7","360,7","346,2","337,4","334,5","340,4","340,4","331,6","340,4","349,1","354,9","352,0","334,5","331,6","331,6","331,6","331,6","331,6","331,6","331,6","334,5","331,6","331,6","331,6","331,6","331,6","331,6","331,6","331,6","331,6","331,6","334,5","331,6","334,5","337,4","337,4","334,5","337,4","337,4","343,3","346,2","346,2","352,0","352,0","349,1","349,1","357,8","369,4","372,4"
7102,Jeseník,71,36991,24. 9. 2025,17. 9. 2025,"527,2","527,2","521,7","5,4",95,98,100,98,97,97,95,93,92,92,92,91,90,90,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,89,89,89,89,89,90,89,89,89,89,89,89,89,89,89,89,89,90,94,"529,9","546,1","556,9","546,1","540,7","540,7","529,9","516,3","510,9","513,6","513,6","508,2","502,8","500,1","497,4","497,4","497,4","497,4","497,4","494,7","497,4","497,4","494,7","494,7","494,7","497,4","494,7","497,4","494,7","494,7","494,7","500,1","500,1","494,7","494,7","494,7","494,7","494,7","500,1","497,4","494,7","497,4","494,7","494,7","494,7","494,7","494,7","497,4","497,4","497,4","502,8","521,7","521,7","524,5","524,5","521,7","524,5","521,7","527,2"
7103,Konice,71,11836,24. 9. 2025,17. 9. 2025,"354,8","354,8","338,0","16,9",77,85,100,98,87,74,68,56,58,58,58,58,58,60,58,56,58,60,58,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,58,58,56,56,56,56,56,56,56,56,56,61,61,65,"405,5","447,8","523,8","515,4","456,2","388,6","354,8","295,7","304,2","304,2","304,2","304,2","304,2","312,6","304,2","295,7","304,2","312,6","304,2","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","304,2","304,2","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","295,7","321,1","321,1","338,0","338,0","329,5","329,5","329,5","346,4","354,8","354,8"
7104,Lipník nad Bečvou,71,15226,24. 9. 2025,17. 9. 2025,"374,4","374,4","348,1","26,3",100,97,94,96,94,84,81,79,79,78,76,81,81,78,78,78,78,79,76,76,76,76,76,76,78,78,76,76,78,79,78,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,78,79,"440,0","426,9","413,8","420,3","413,8","367,8","354,7","348,1","348,1","341,5","335,0","354,7","354,7","341,5","341,5","341,5","341,5","348,1","335,0","335,0","335,0","335,0","335,0","335,0","341,5","341,5","335,0","335,0","341,5","348,1","341,5","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","335,0","341,5","348,1","341,5","348,1","348,1","348,1","361,2","367,8","374,4"
7105,Litovel,71,23804,24. 9. 2025,17. 9. 2025,"579,7","579,7","562,9","16,8",90,94,100,94,95,86,83,83,83,80,81,77,78,72,72,73,72,72,72,73,72,71,71,72,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,73,72,73,74,74,73,72,74,75,75,76,82,"613,3","647,0","684,8","647,0","651,2","588,1","571,3","571,3","571,3","546,1","554,5","529,3","533,5","495,7","495,7","499,9","495,7","491,5","495,7","499,9","491,5","487,3","487,3","491,5","487,3","483,1","483,1","483,1","483,1","483,1","483,1","483,1","483,1","483,1","483,1","487,3","487,3","483,1","487,3","487,3","499,9","495,7","499,9","504,1","504,1","499,9","495,7","504,1","516,7","516,7","520,9","562,9","558,7","558,7","554,5","533,5","546,1","558,7","579,7"
7106,Mohelnice,71,18746,24. 9. 2025,17. 9. 2025,"437,4","437,4","410,8","26,7",86,100,94,92,81,74,72,70,65,64,65,63,63,64,65,64,64,64,65,64,63,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,62,62,62,62,62,62,63,62,63,65,67,66,70,75,76,69,"512,1","597,5","560,1","549,5","485,4","442,8","432,1","416,1","389,4","384,1","389,4","378,7","378,7","384,1","389,4","384,1","384,1","384,1","389,4","384,1","378,7","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","378,7","378,7","373,4","373,4","373,4","373,4","373,4","373,4","378,7","373,4","378,7","389,4","400,1","394,8","416,1","448,1","453,4","410,8","384,1","389,4","389,4","389,4","400,1","416,1","437,4"
7107,Olomouc,71,167827,24. 9. 2025,17. 9. 2025,"458,8","458,8","419,5","39,3",87,93,100,95,89,83,79,76,78,77,74,73,73,71,70,71,70,70,70,69,68,68,68,68,68,68,68,68,67,67,68,67,67,67,67,68,68,69,68,68,68,68,68,68,69,69,69,68,69,71,73,74,"489,2","527,3","564,9","538,6","505,3","468,9","443,9","432,0","442,1","432,6","415,9","413,5","409,9","402,2","396,8","399,2","393,9","394,5","393,9","387,9","384,9","382,5","384,3","386,7","383,7","383,1","384,3","383,7","380,7","380,7","381,3","380,7","380,2","380,7","380,2","383,1","386,1","387,3","383,1","385,5","386,7","384,9","383,1","384,9","388,5","387,3","388,5","386,7","387,9","399,8","409,9","419,5","420,1","430,2","428,4","423,7","436,8","446,3","458,8"
7108,Prostějov,71,96881,24. 9. 2025,17. 9. 2025,"509,9","509,9","482,0","27,9",96,100,100,99,93,80,78,79,76,76,76,75,75,74,72,73,73,72,71,71,71,72,71,70,70,70,71,70,70,71,71,70,70,70,71,71,71,71,70,71,71,71,70,71,70,71,72,74,75,77,76,82,"563,6","588,4","589,4","584,2","546,0","471,7","460,4","464,5","450,0","450,0","445,9","442,8","441,8","434,6","424,2","427,3","428,4","423,2","419,1","417,0","418,0","422,2","421,1","414,9","414,9","414,9","416,0","413,9","414,9","417,0","418,0","414,9","412,9","413,9","416,0","416,0","416,0","417,0","413,9","418,0","420,1","416,0","413,9","416,0","413,9","417,0","423,2","434,6","440,7","453,1","445,9","482,0","484,1","492,4","488,2","487,2","495,5","494,4","509,9"
